,answer_start,answer,title,context,question
203,1111,professor da disciplina,REGULAMENTO_GERAL,"O acadêmico terá direito à revisão de suas avaliações acadêmicas dirigindo-se ao professor, em primeira instância, por meio de requerimento protocolizado na Secretaria Acadêmica da Unidade da Administração Setorial em que o curso é oferecido, no prazo de três dias úteis após a divulgação do resultado. O professor terá o prazo de dois dias úteis para manifestação escrita sobre o pedido. O acadêmico deverá apor seu ciente no documento de resposta, e receber uma cópia deste. O acadêmico poderá interpor recurso quanto ao resultado da revisão, no Colegiado de Curso, via Secretaria Acadêmica, no prazo de cinco dias úteis do seu ciente. O Colegiado de Curso deverá constituir comissão, composta por três docentes, preferencialmente da área, sendo vedada a inclusão do professor que corrigiu a avaliação acadêmica em questão. A Comissão deverá analisar o pedido do acadêmico, consultar o professor, se necessário, e emitir parecer sobre o resultado da revisão, num prazo máximo de quinze dias a partir da publicação da resolução de constituição da comissão, e encaminhar para aprovação do Colegiado de Curso. O professor da disciplina será responsável pela alteração no Siscad, em caso de modificação da nota resultante dos trabalhos da Comissão de Revisão.",Quem será responsável por alterar a nota do aluno no Siscad?
204,18,"Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso",REGULAMENTO_GERAL,"As disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso admitirão tratamento diferenciado quanto ao período de realização de suas atividades e quanto ao processo de verificação de aprendizagem, de acordo com regulamentação própria. Os regulamentos das disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso deverão ser apreciados pelo Colegiado de Curso e aprovados pelo Conselho da Unidade da Administração Setorial que oferece o curso. Os responsáveis pelas disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso deverão registrar, para efeito de controle acadêmico, o resultado final de aprovado (AP) ou reprovado (RP). A carga horária de Estágio Obrigatório deve ser cumprida pelo acadêmico na sua integralidade.",Quais disciplinas possuem tratamento diferenciado quanto ao processo de verificação de aprendizagem?
205,712,aprovado (AP) ou reprovado (RP),REGULAMENTO_GERAL,"As disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso admitirão tratamento diferenciado quanto ao período de realização de suas atividades e quanto ao processo de verificação de aprendizagem, de acordo com regulamentação própria. Os regulamentos das disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso deverão ser apreciados pelo Colegiado de Curso e aprovados pelo Conselho da Unidade da Administração Setorial que oferece o curso. Os responsáveis pelas disciplinas de Estágio Obrigatório, Atividades Complementares e Trabalho de Conclusão de Curso deverão registrar, para efeito de controle acadêmico, o resultado final de aprovado (AP) ou reprovado (RP). A carga horária de Estágio Obrigatório deve ser cumprida pelo acadêmico na sua integralidade.",Quais os resultados finais que devem ser registrados para trabalho de conclusão de curso?
206,66,para discentes regulares da UFMS,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A renovação de matrícula em curso da UFMS ocorre, semestralmente, para discentes regulares da UFMS, conforme prazos estabelecidos no Calendário Acadêmico e depende do atendimento das seguintes condições: participação nas etapas de renovação de matrícula, dentro dos prazos fixados; existência de vagas nas disciplinas selecionadas; cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas; e inexistência de conflito de horários entre as disciplinas selecionadas. A participação do Coordenador de Curso, durante a renovação de matrícula, é indispensável.",Para quem ocorre a renovação de matrícula?
207,50,semestralmente,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A renovação de matrícula em curso da UFMS ocorre, semestralmente, para discentes regulares da UFMS, conforme prazos estabelecidos no Calendário Acadêmico e depende do atendimento das seguintes condições: participação nas etapas de renovação de matrícula, dentro dos prazos fixados; existência de vagas nas disciplinas selecionadas; cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas; e inexistência de conflito de horários entre as disciplinas selecionadas. A participação do Coordenador de Curso, durante a renovação de matrícula, é indispensável.",Quando ocorre a renovação de matrícula?
208,520,durante a renovação de matrícula,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A renovação de matrícula em curso da UFMS ocorre, semestralmente, para discentes regulares da UFMS, conforme prazos estabelecidos no Calendário Acadêmico e depende do atendimento das seguintes condições: participação nas etapas de renovação de matrícula, dentro dos prazos fixados; existência de vagas nas disciplinas selecionadas; cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas; e inexistência de conflito de horários entre as disciplinas selecionadas. A participação do Coordenador de Curso, durante a renovação de matrícula, é indispensável.",Quando a participação do coordenador de curso é indispensável?
209,61,a partir do seu ingresso na UFMS,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O período de posicionamento do discente no curso é calculado a partir do seu ingresso na UFMS, subtraindo-se a quantidade de períodos em que a matrícula esteve trancada. Após o ingresso, nas situações que exigirem a elaboração ou a revisão do Plano de Estudos, o período de posicionamento do discente é definido pelo coordenador do curso. Ficam garantidas, aos discentes, as vagas nas disciplinas alocadas no seu período de posicionamento, exceto quando houver pré-requisitos não cumpridos.",Quando é iniciado o cálculo do período de posicionamento do discente no curso?
210,95,subtraindo-se a quantidade de períodos em que a matrícula esteve trancada,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O período de posicionamento do discente no curso é calculado a partir do seu ingresso na UFMS, subtraindo-se a quantidade de períodos em que a matrícula esteve trancada. Após o ingresso, nas situações que exigirem a elaboração ou a revisão do Plano de Estudos, o período de posicionamento do discente é definido pelo coordenador do curso. Ficam garantidas, aos discentes, as vagas nas disciplinas alocadas no seu período de posicionamento, exceto quando houver pré-requisitos não cumpridos.",Como é feito o cálculo do posicionamento do discente no curso?
211,187,nas situações que exigirem a elaboração ou a revisão do Plano de Estudos,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O período de posicionamento do discente no curso é calculado a partir do seu ingresso na UFMS, subtraindo-se a quantidade de períodos em que a matrícula esteve trancada. Após o ingresso, nas situações que exigirem a elaboração ou a revisão do Plano de Estudos, o período de posicionamento do discente é definido pelo coordenador do curso. Ficam garantidas, aos discentes, as vagas nas disciplinas alocadas no seu período de posicionamento, exceto quando houver pré-requisitos não cumpridos.",Quando o período de posicionamento do discente é definido pelo coordenador de curso?
212,447,quando houver pré-requisitos não cumpridos,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O período de posicionamento do discente no curso é calculado a partir do seu ingresso na UFMS, subtraindo-se a quantidade de períodos em que a matrícula esteve trancada. Após o ingresso, nas situações que exigirem a elaboração ou a revisão do Plano de Estudos, o período de posicionamento do discente é definido pelo coordenador do curso. Ficam garantidas, aos discentes, as vagas nas disciplinas alocadas no seu período de posicionamento, exceto quando houver pré-requisitos não cumpridos.",Quando as vagas nas disciplinas alocadas no período de posicionamento do discente não são garantidas?
213,37,por meio do Sistema Acadêmico,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A renovação de matrícula é realizada por meio do Sistema Acadêmico (Siscad), composta pelas três etapas consecutivas que são a seleção de disciplinas on-line, realizada pelo discente no Sistema Acadêmico (Siscad), o ajuste de matrícula, que é facultativa para os discentes regulares que participarem da etapa de seleção de disciplinas online, visando à identificação de eventuais adequações e ajustes da matrícula em disciplinas, solicitados pelos discentes ao Coordenador de Curso, através do Sistema Acadêmico (Siscad), e a validação de matrículas, atividade administrativa, sem a participação do discente, que consiste do registro no Sistema Acadêmico (Siscad), pela Secretaria Acadêmica, da confirmação de todas as matrículas e dos ajustes solicitados e autorizados pelo Coordenador de Curso.",Onde é feita a renovação de matrícula?
214,625,"registro no Sistema Acadêmico (Siscad), pela Secretaria Acadêmica, da confirmação de todas as matrículas e dos ajustes solicitados e autorizados pelo Coordenador de Curso",NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A renovação de matrícula é realizada por meio do Sistema Acadêmico (Siscad), composta pelas três etapas consecutivas que são a seleção de disciplinas on-line, realizada pelo discente no Sistema Acadêmico (Siscad), o ajuste de matrícula, que é facultativa para os discentes regulares que participarem da etapa de seleção de disciplinas online, visando à identificação de eventuais adequações e ajustes da matrícula em disciplinas, solicitados pelos discentes ao Coordenador de Curso, através do Sistema Acadêmico (Siscad), e a validação de matrículas, atividade administrativa, sem a participação do discente, que consiste do registro no Sistema Acadêmico (Siscad), pela Secretaria Acadêmica, da confirmação de todas as matrículas e dos ajustes solicitados e autorizados pelo Coordenador de Curso.",Do que consiste a validação de matrículas?
215,60,preencher formulário eletrônico,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de seleção de disciplinas on-line, o discente deve preencher formulário eletrônico, através do Sistema Acadêmico (Siscad), assinalando as disciplinas que pretende cursar no período letivo subsequente, respeitando-se os pré-requisitos e a compatibilidade dos horários de aula das disciplinas selecionadas. A prioridade de vaga não é garantida ao discente que tenha cursado algum pré-requisito em período letivo de verão ou inverno imediatamente anterior ou que, por qualquer motivo, não selecione a(s) respectiva(s) disciplina(s) nesta etapa da renovação de matrícula.",O que o discente deve fazer na seleção de disciplinas on-line?
216,104,Sistema Acadêmico,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de seleção de disciplinas on-line, o discente deve preencher formulário eletrônico, através do Sistema Acadêmico (Siscad), assinalando as disciplinas que pretende cursar no período letivo subsequente, respeitando-se os pré-requisitos e a compatibilidade dos horários de aula das disciplinas selecionadas. A prioridade de vaga não é garantida ao discente que tenha cursado algum pré-requisito em período letivo de verão ou inverno imediatamente anterior ou que, por qualquer motivo, não selecione a(s) respectiva(s) disciplina(s) nesta etapa da renovação de matrícula.",Onde o aluno deve preencher o formulário eletrônico?
217,147,disciplinas que pretende cursar no período letivo subsequente,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de seleção de disciplinas on-line, o discente deve preencher formulário eletrônico, através do Sistema Acadêmico (Siscad), assinalando as disciplinas que pretende cursar no período letivo subsequente, respeitando-se os pré-requisitos e a compatibilidade dos horários de aula das disciplinas selecionadas. A prioridade de vaga não é garantida ao discente que tenha cursado algum pré-requisito em período letivo de verão ou inverno imediatamente anterior ou que, por qualquer motivo, não selecione a(s) respectiva(s) disciplina(s) nesta etapa da renovação de matrícula.",Quais disciplinas o acadêmico deve preencher no formulário eletrônico?
218,225,os pré-requisitos e a compatibilidade dos horários de aula das disciplinas selecionadas,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de seleção de disciplinas on-line, o discente deve preencher formulário eletrônico, através do Sistema Acadêmico (Siscad), assinalando as disciplinas que pretende cursar no período letivo subsequente, respeitando-se os pré-requisitos e a compatibilidade dos horários de aula das disciplinas selecionadas. A prioridade de vaga não é garantida ao discente que tenha cursado algum pré-requisito em período letivo de verão ou inverno imediatamente anterior ou que, por qualquer motivo, não selecione a(s) respectiva(s) disciplina(s) nesta etapa da renovação de matrícula.",O que o acadêmico deve respeitar na hora de escolher as disciplinas que deseja cursar?
219,54,a média aritmética simples das médias de aproveitamento de disciplinas cursadas,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O coeficiente de rendimento acadêmico é definido como a média aritmética simples das médias de aproveitamento de disciplinas cursadas, com ou sem aprovação, cujas notas tenham sido registradas e liberadas, pelos docentes, no Sistema Acadêmico (Siscad). O percentual de carga horária total cursada com aproveitamento é definido a partir da razão entre a carga horária de componentes curriculares cursadas com aprovação e a carga horária total do curso. Não serão consideradas, no cálculo, as componentes curriculares dispensadas de cursar resultantes de alterações curriculares e as disciplinas de enriquecimento curricular. Independente do valor de percentual de carga horária total cursada com aproveitamento, a integralização curricular ocorrerá apenas se todas as exigências curriculares da legislação vigente tiverem sido cumpridas.",Como é calculado o rendimento acadêmico?
220,225,Sistema Acadêmico,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O coeficiente de rendimento acadêmico é definido como a média aritmética simples das médias de aproveitamento de disciplinas cursadas, com ou sem aprovação, cujas notas tenham sido registradas e liberadas, pelos docentes, no Sistema Acadêmico (Siscad). O percentual de carga horária total cursada com aproveitamento é definido a partir da razão entre a carga horária de componentes curriculares cursadas com aprovação e a carga horária total do curso. Não serão consideradas, no cálculo, as componentes curriculares dispensadas de cursar resultantes de alterações curriculares e as disciplinas de enriquecimento curricular. Independente do valor de percentual de carga horária total cursada com aproveitamento, a integralização curricular ocorrerá apenas se todas as exigências curriculares da legislação vigente tiverem sido cumpridas.",Onde se encontram as médias de aproveitamento das disciplinas cursadas?
221,327,a partir da razão entre a carga horária de componentes curriculares cursadas com aprovação e a carga horária total do curso,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O coeficiente de rendimento acadêmico é definido como a média aritmética simples das médias de aproveitamento de disciplinas cursadas, com ou sem aprovação, cujas notas tenham sido registradas e liberadas, pelos docentes, no Sistema Acadêmico (Siscad). O percentual de carga horária total cursada com aproveitamento é definido a partir da razão entre a carga horária de componentes curriculares cursadas com aprovação e a carga horária total do curso. Não serão consideradas, no cálculo, as componentes curriculares dispensadas de cursar resultantes de alterações curriculares e as disciplinas de enriquecimento curricular. Independente do valor de percentual de carga horária total cursada com aproveitamento, a integralização curricular ocorrerá apenas se todas as exigências curriculares da legislação vigente tiverem sido cumpridas.",Como é calculada a carga horária total cursada?
222,755,se todas as exigências curriculares da legislação vigente tiverem sido cumpridas,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"O coeficiente de rendimento acadêmico é definido como a média aritmética simples das médias de aproveitamento de disciplinas cursadas, com ou sem aprovação, cujas notas tenham sido registradas e liberadas, pelos docentes, no Sistema Acadêmico (Siscad). O percentual de carga horária total cursada com aproveitamento é definido a partir da razão entre a carga horária de componentes curriculares cursadas com aprovação e a carga horária total do curso. Não serão consideradas, no cálculo, as componentes curriculares dispensadas de cursar resultantes de alterações curriculares e as disciplinas de enriquecimento curricular. Independente do valor de percentual de carga horária total cursada com aproveitamento, a integralização curricular ocorrerá apenas se todas as exigências curriculares da legislação vigente tiverem sido cumpridas.",Qual a condição para ocorrer a integralização curricular?
223,122,"haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas",NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",Quais as condições para a matrícula em disciplinas obrigatórias?
224,59,no próprio curso ou em qualquer outro curso da UFMS,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",Onde pode ser feita a matrícula em disciplinas optativas?
225,351,existência de vagas,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",Qual a condição para matrícula em disciplinas optativas?
226,647,o discente deverá fazer a escolha da turma,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",O que acontece se houver mais de uma turma ofertada para uma mesma disciplina?
227,786,maior coeficiente de rendimento acadêmico,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",Qual o critério de desempate caso o número de inscritos em uma turma seja maior que o de vagas?
228,920,serão redistribuídos nas turmas em que houver vaga,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"A matrícula em disciplinas obrigatórias pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, desde que haja compatibilidade entre o nome da disciplina, ementa e carga horária, mediante a existência de vagas. A matrícula em disciplinas optativas pode ser realizada no próprio curso ou em qualquer outro curso da UFMS, condicionada à existência de vagas. A matrícula em estágio obrigatório poderá ser realizada antes da data prevista para matrícula on-line, seguindo o planejamento da respectiva Comissão de Estágio do Curso e aprovado pelo Colegiado de Curso. Quando houver oferta de mais de uma turma para uma mesma disciplina, o discente deverá fazer a escolha da turma. Se o número de inscritos em uma turma for maior que o de vagas, o critério de desempate será o maior coeficiente de rendimento acadêmico. Os discentes que não conseguirem vaga na turma pretendida, de acordo com o critério acima, serão redistribuídos nas turmas em que houver vaga, desde que haja compatibilidade de horários.",O que acontece com os alunos que não conseguiram vaga na turma pretendida?
229,36,Coordenador de Curso,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",Quem orienta e acompanha os alunos no ajuste de matrícula?
230,140,processo de renovação de matrícula,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",Em que o orientador de curso auxilia os alunos?
231,317,"deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad)",NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",O que fazer caso o aluno perca o prazo de seleção de disciplinas online?
232,551,se houver vagas disponíveis em alguma turma da respectiva disciplina,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",Qual a condição para incluir disciplinas durante a etapa de ajustes de matrícula?
233,795,Coordenador de Curso,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",A quem deve ser requisitada a inclusão de disciplinas que não constam na estrutura curricular?
234,771,poderá ser requerida ao Coordenador de Curso,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Na etapa de ajustes de matrícula, o Coordenador de Curso é responsável pela orientação e acompanhamento aos discentes, para continuidade do processo de renovação de matrícula. O discente que tenha perdido o prazo na etapa de seleção de disciplinas online ou tenha interesse em alterar a sua matrícula em disciplinas, deve registrar a sua solicitação de alteração, durante a etapa de ajustes de matrícula, através do Sistema Acadêmico (Siscad). Durante a etapa de ajustes de matrícula, as solicitações de inclusão de disciplina serão atendidas somente se houver vagas disponíveis em alguma turma da respectiva disciplina, respeitando-se o disposto nos incisos II a IV do art. 2o. A solicitação de inclusão de disciplinas que não constarem na estrutura curricular do curso poderá ser requerida ao Coordenador de Curso até o prazo final desta etapa da renovação da matrícula.",Como pode ser requisitada a inclusão de disciplinas que não estão na estrutura curricular?
235,32,a exclusão ou inclusão de disciplinas,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Não será permitida ao discente, a exclusão ou inclusão de disciplinas, durante a etapa de validação de matrículas pela Secretaria Acadêmica. Na ausência de renovação de matrícula pelo discente, o vínculo acadêmico é convertido em trancamento pelo Coordenador de Curso. O Sistema Acadêmico (Siscad) enviará mensagem ao Coordenador de Curso e ao discente com trancamento de matrícula sem justificativa, para que o mesmo declare interesse pela manutenção de sua vaga ao longo do período letivo em que teve o trancamento. Cabe ao Coordenador de Curso, a responsabilidade de identificar e registrar o motivo da ausência de renovação ou trancamento de matrícula sem justificativa. O acadêmico poderá ser excluído por desistência se, no semestre seguinte, não renovar a matrícula e estiver impedido de trancar por ter atingido o limite máximo de quatro semestres de trancamento. Os casos omissos serão resolvidos pelo Conselho de Ensino de Graduação. ",O que a Secretaria Acadêmica proíbe durante a etapa de validação de matrículas?
236,194,o vínculo acadêmico é convertido em trancamento,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Não será permitida ao discente, a exclusão ou inclusão de disciplinas, durante a etapa de validação de matrículas pela Secretaria Acadêmica. Na ausência de renovação de matrícula pelo discente, o vínculo acadêmico é convertido em trancamento pelo Coordenador de Curso. O Sistema Acadêmico (Siscad) enviará mensagem ao Coordenador de Curso e ao discente com trancamento de matrícula sem justificativa, para que o mesmo declare interesse pela manutenção de sua vaga ao longo do período letivo em que teve o trancamento. Cabe ao Coordenador de Curso, a responsabilidade de identificar e registrar o motivo da ausência de renovação ou trancamento de matrícula sem justificativa. O acadêmico poderá ser excluído por desistência se, no semestre seguinte, não renovar a matrícula e estiver impedido de trancar por ter atingido o limite máximo de quatro semestres de trancamento. Os casos omissos serão resolvidos pelo Conselho de Ensino de Graduação. ",O que acontece caso o aluno se ausente da renovação de matrícula?
237,526,Coordenador de Curso,NORMAS_COMPLEMENTARES_RENOVACAO_DE_MATRICULA,"Não será permitida ao discente, a exclusão ou inclusão de disciplinas, durante a etapa de validação de matrículas pela Secretaria Acadêmica. Na ausência de renovação de matrícula pelo discente, o vínculo acadêmico é convertido em trancamento pelo Coordenador de Curso. O Sistema Acadêmico (Siscad) enviará mensagem ao Coordenador de Curso e ao discente com trancamento de matrícula sem justificativa, para que o mesmo declare interesse pela manutenção de sua vaga ao longo do período letivo em que teve o trancamento. Cabe ao Coordenador de Curso, a responsabilidade de identificar e registrar o motivo da ausência de renovação ou trancamento de matrícula sem justificativa. O acadêmico poderá ser excluído por desistência se, no semestre seguinte, não renovar a matrícula e estiver impedido de trancar por ter atingido o limite máximo de quatro semestres de trancamento. Os casos omissos serão resolvidos pelo Conselho de Ensino de Graduação. ",Quem deve identificar e registrar o motivo da ausência de renovação de matrícula sem justificativa?
